/usr/local/lib/python3.10/dist-packages/torch/nn/modules/lazy.py:181: UserWarning: Lazy modules are a new feature under heavy development so changes to the API or functionality can happen at any moment.
  warnings.warn('Lazy modules are a new feature under heavy development '
Folder 'MultiPatternAttention_Classifier' already exists at 'Models/trained_models'
Starting to train MultiPatternAttention_Classifier on MiddlePhalanxOutlineAgeGroup_TRAIN.csv
15
Epoch [1/1000], Loss: 0.7226
Epoch [168/1000], Loss: 0.2158
Epoch [169/1000], Loss: 0.2157
Epoch [170/1000], Loss: 0.2146
Epoch [171/1000], Loss: 0.2142
Epoch [172/1000], Loss: 0.2139
Epoch [173/1000], Loss: 0.2128
Epoch [174/1000], Loss: 0.2123
Epoch [175/1000], Loss: 0.2121
Epoch [176/1000], Loss: 0.2111
Epoch [177/1000], Loss: 0.2103
Epoch [178/1000], Loss: 0.2100
Epoch [179/1000], Loss: 0.2096
Epoch [180/1000], Loss: 0.2089
Epoch [181/1000], Loss: 0.2080
Epoch [182/1000], Loss: 0.2072
Epoch [183/1000], Loss: 0.2067
Epoch [184/1000], Loss: 0.2064
Epoch [185/1000], Loss: 0.2065
Epoch [186/1000], Loss: 0.2066
Epoch [187/1000], Loss: 0.2066
Epoch [188/1000], Loss: 0.2046
Epoch [189/1000], Loss: 0.2033
Epoch [190/1000], Loss: 0.2036
Epoch [191/1000], Loss: 0.2038
Epoch [192/1000], Loss: 0.2029
Epoch [193/1000], Loss: 0.2014
Epoch [194/1000], Loss: 0.2011
Epoch [195/1000], Loss: 0.2016
Epoch [196/1000], Loss: 0.2015
Epoch [197/1000], Loss: 0.2006
Epoch [198/1000], Loss: 0.1992
Epoch [199/1000], Loss: 0.1987
Epoch [200/1000], Loss: 0.1990
Epoch [201/1000], Loss: 0.1990
Epoch [202/1000], Loss: 0.1983
Epoch [203/1000], Loss: 0.1971
Epoch [204/1000], Loss: 0.1963
Epoch [205/1000], Loss: 0.1962
Epoch [206/1000], Loss: 0.1964
Epoch [207/1000], Loss: 0.1968
Epoch [208/1000], Loss: 0.1965
Epoch [209/1000], Loss: 0.1956
Epoch [210/1000], Loss: 0.1940
Epoch [211/1000], Loss: 0.1934
Epoch [212/1000], Loss: 0.1938
Epoch [213/1000], Loss: 0.1942
Epoch [214/1000], Loss: 0.1945
Epoch [215/1000], Loss: 0.1932
Epoch [216/1000], Loss: 0.1916
Epoch [217/1000], Loss: 0.1908
Epoch [218/1000], Loss: 0.1911
Epoch [219/1000], Loss: 0.1917
Epoch [220/1000], Loss: 0.1913
Epoch [221/1000], Loss: 0.1905
Epoch [222/1000], Loss: 0.1891
Epoch [223/1000], Loss: 0.1883
Epoch [224/1000], Loss: 0.1881
Epoch [225/1000], Loss: 0.1884
Epoch [226/1000], Loss: 0.1890
Epoch [227/1000], Loss: 0.1891
Epoch [228/1000], Loss: 0.1891
Epoch [229/1000], Loss: 0.1871
Epoch [230/1000], Loss: 0.1855
Epoch [231/1000], Loss: 0.1849
Epoch [232/1000], Loss: 0.1854
Epoch [233/1000], Loss: 0.1868
Epoch [234/1000], Loss: 0.1876
Epoch [235/1000], Loss: 0.1880
Epoch [236/1000], Loss: 0.1842
Epoch [237/1000], Loss: 0.1823
Epoch [238/1000], Loss: 0.1835
Epoch [239/1000], Loss: 0.1841
Epoch [240/1000], Loss: 0.1833
Epoch [241/1000], Loss: 0.1809
Epoch [242/1000], Loss: 0.1799
Epoch [243/1000], Loss: 0.1805
Epoch [244/1000], Loss: 0.1812
Epoch [245/1000], Loss: 0.1813
Epoch [246/1000], Loss: 0.1792
Epoch [247/1000], Loss: 0.1775
Epoch [248/1000], Loss: 0.1772
Epoch [249/1000], Loss: 0.1779
Epoch [250/1000], Loss: 0.1794
Epoch [251/1000], Loss: 0.1798
Epoch [252/1000], Loss: 0.1798
Epoch [253/1000], Loss: 0.1761
Epoch [254/1000], Loss: 0.1740
Epoch [255/1000], Loss: 0.1745
Epoch [256/1000], Loss: 0.1759
Epoch [257/1000], Loss: 0.1774
Epoch [258/1000], Loss: 0.1751
Epoch [259/1000], Loss: 0.1726
Epoch [260/1000], Loss: 0.1706
Epoch [261/1000], Loss: 0.1709
Epoch [262/1000], Loss: 0.1722
Epoch [263/1000], Loss: 0.1722
Epoch [264/1000], Loss: 0.1719
Epoch [265/1000], Loss: 0.1695
Epoch [266/1000], Loss: 0.1677
Epoch [267/1000], Loss: 0.1665
Epoch [268/1000], Loss: 0.1663
Epoch [269/1000], Loss: 0.1669
Epoch [270/1000], Loss: 0.1682
Epoch [271/1000], Loss: 0.1722
Epoch [272/1000], Loss: 0.1730
Epoch [273/1000], Loss: 0.1730
Epoch [274/1000], Loss: 0.1641
Epoch [275/1000], Loss: 0.1637
Epoch [276/1000], Loss: 0.1698
Epoch [277/1000], Loss: 0.1671
Epoch [278/1000], Loss: 0.1620
Epoch [279/1000], Loss: 0.1599
Epoch [280/1000], Loss: 0.1628
Epoch [281/1000], Loss: 0.1657
Epoch [282/1000], Loss: 0.1608
Epoch [283/1000], Loss: 0.1575
Epoch [284/1000], Loss: 0.1586
Epoch [285/1000], Loss: 0.1605
Epoch [286/1000], Loss: 0.1610
Epoch [287/1000], Loss: 0.1570
Epoch [288/1000], Loss: 0.1546
Epoch [289/1000], Loss: 0.1548
Epoch [290/1000], Loss: 0.1564
Epoch [291/1000], Loss: 0.1587
Epoch [292/1000], Loss: 0.1581
Epoch [293/1000], Loss: 0.1576
Epoch [294/1000], Loss: 0.1536
Epoch [295/1000], Loss: 0.1507
Epoch [296/1000], Loss: 0.1496
Epoch [297/1000], Loss: 0.1503
Epoch [298/1000], Loss: 0.1527
Epoch [299/1000], Loss: 0.1554
Epoch [300/1000], Loss: 0.1618
Epoch [301/1000], Loss: 0.1573
Epoch [302/1000], Loss: 0.1515
Epoch [303/1000], Loss: 0.1456
Epoch [304/1000], Loss: 0.1482
Epoch [305/1000], Loss: 0.1548
Epoch [306/1000], Loss: 0.1513
Epoch [307/1000], Loss: 0.1461
Epoch [308/1000], Loss: 0.1426
Epoch [309/1000], Loss: 0.1449
Epoch [310/1000], Loss: 0.1494
Epoch [311/1000], Loss: 0.1474
Epoch [312/1000], Loss: 0.1444
Epoch [313/1000], Loss: 0.1401
Epoch [314/1000], Loss: 0.1391
Epoch [315/1000], Loss: 0.1408
Epoch [316/1000], Loss: 0.1429
Epoch [317/1000], Loss: 0.1464
Epoch [318/1000], Loss: 0.1445
Epoch [319/1000], Loss: 0.1430
Epoch [320/1000], Loss: 0.1376
Epoch [321/1000], Loss: 0.1346
Epoch [322/1000], Loss: 0.1346
Epoch [323/1000], Loss: 0.1365
Epoch [324/1000], Loss: 0.1406
Epoch [325/1000], Loss: 0.1422
Epoch [326/1000], Loss: 0.1467
Epoch [327/1000], Loss: 0.1394
Epoch [328/1000], Loss: 0.1336
Epoch [329/1000], Loss: 0.1296
Epoch [330/1000], Loss: 0.1308
Epoch [331/1000], Loss: 0.1358
Epoch [332/1000], Loss: 0.1393
Epoch [333/1000], Loss: 0.1460
Epoch [334/1000], Loss: 0.1357
Epoch [335/1000], Loss: 0.1279
Epoch [336/1000], Loss: 0.1258
Epoch [337/1000], Loss: 0.1304
Epoch [338/1000], Loss: 0.1388
Epoch [339/1000], Loss: 0.1354
Epoch [340/1000], Loss: 0.1318
Epoch [341/1000], Loss: 0.1239
Epoch [342/1000], Loss: 0.1230
Epoch [343/1000], Loss: 0.1287
Epoch [344/1000], Loss: 0.1324
Epoch [345/1000], Loss: 0.1380
Epoch [346/1000], Loss: 0.1275
Epoch [347/1000], Loss: 0.1207
Epoch [348/1000], Loss: 0.1191
Epoch [349/1000], Loss: 0.1232
Epoch [350/1000], Loss: 0.1308
Epoch [351/1000], Loss: 0.1281
Epoch [352/1000], Loss: 0.1261
Epoch [353/1000], Loss: 0.1183
Epoch [354/1000], Loss: 0.1151
Epoch [355/1000], Loss: 0.1168
Epoch [356/1000], Loss: 0.1209
Epoch [357/1000], Loss: 0.1294
Epoch [358/1000], Loss: 0.1277
Epoch [359/1000], Loss: 0.1300
Epoch [360/1000], Loss: 0.1174
Epoch [361/1000], Loss: 0.1111
Epoch [362/1000], Loss: 0.1128
Epoch [363/1000], Loss: 0.1184
Epoch [364/1000], Loss: 0.1271
Epoch [365/1000], Loss: 0.1201
Epoch [366/1000], Loss: 0.1152
Epoch [367/1000], Loss: 0.1084
Epoch [368/1000], Loss: 0.1076
Epoch [369/1000], Loss: 0.1126
Epoch [370/1000], Loss: 0.1180
Epoch [371/1000], Loss: 0.1319
Epoch [372/1000], Loss: 0.1224
Epoch [373/1000], Loss: 0.1164
Epoch [374/1000], Loss: 0.1048
Epoch [375/1000], Loss: 0.1062
Epoch [376/1000], Loss: 0.1175
Epoch [377/1000], Loss: 0.1163
Epoch [378/1000], Loss: 0.1148
Epoch [379/1000], Loss: 0.1036
Epoch [380/1000], Loss: 0.1012
Epoch [381/1000], Loss: 0.1067
Epoch [382/1000], Loss: 0.1121
Epoch [383/1000], Loss: 0.1238
Epoch [384/1000], Loss: 0.1126
Epoch [385/1000], Loss: 0.1061
Epoch [386/1000], Loss: 0.0980
Epoch [387/1000], Loss: 0.0989
Epoch [388/1000], Loss: 0.1069
Epoch [389/1000], Loss: 0.1079
Epoch [390/1000], Loss: 0.1104
Epoch [391/1000], Loss: 0.1004
Epoch [392/1000], Loss: 0.0949
Epoch [393/1000], Loss: 0.0932
Epoch [394/1000], Loss: 0.0962
Epoch [395/1000], Loss: 0.1054
Epoch [396/1000], Loss: 0.1130
Epoch [397/1000], Loss: 0.1401
Epoch [398/1000], Loss: 0.1116
Epoch [399/1000], Loss: 0.0944
Epoch [400/1000], Loss: 0.0929
Epoch [401/1000], Loss: 0.1055
Epoch [402/1000], Loss: 0.1188
Epoch [403/1000], Loss: 0.0949
Epoch [404/1000], Loss: 0.0896
Epoch [405/1000], Loss: 0.1001
Epoch [406/1000], Loss: 0.0997
Epoch [407/1000], Loss: 0.0972
Epoch [408/1000], Loss: 0.0879
Epoch [409/1000], Loss: 0.0853
Epoch [410/1000], Loss: 0.0890
Epoch [411/1000], Loss: 0.0924
Epoch [412/1000], Loss: 0.0964
Epoch [413/1000], Loss: 0.0900
Epoch [414/1000], Loss: 0.0860
Epoch [415/1000], Loss: 0.0824
Epoch [416/1000], Loss: 0.0809
Epoch [417/1000], Loss: 0.0813
Epoch [418/1000], Loss: 0.0836
Epoch [419/1000], Loss: 0.0916
Epoch [420/1000], Loss: 0.1048
Epoch [421/1000], Loss: 0.1610
Epoch [422/1000], Loss: 0.1270
Epoch [423/1000], Loss: 0.1101
Epoch [424/1000], Loss: 0.0814
Epoch [425/1000], Loss: 0.1147
Epoch [426/1000], Loss: 0.1479
Epoch [427/1000], Loss: 0.0797
Epoch [428/1000], Loss: 0.1445
Epoch [429/1000], Loss: 0.1784
Epoch [430/1000], Loss: 0.1137
Epoch [431/1000], Loss: 0.2084
Epoch [432/1000], Loss: 0.1088
Epoch [433/1000], Loss: 0.1555
Epoch [434/1000], Loss: 0.0917
Epoch [435/1000], Loss: 0.1561
Epoch [436/1000], Loss: 0.0997
Epoch [437/1000], Loss: 0.1425
Epoch [438/1000], Loss: 0.0863
Epoch [439/1000], Loss: 0.1415
Epoch [440/1000], Loss: 0.0873
Epoch [441/1000], Loss: 0.1255
Epoch [442/1000], Loss: 0.0830
Epoch [443/1000], Loss: 0.1271
Epoch [444/1000], Loss: 0.0833
Epoch [445/1000], Loss: 0.1108
Epoch [446/1000], Loss: 0.0796
Epoch [447/1000], Loss: 0.1098
Epoch [448/1000], Loss: 0.0857
Epoch [449/1000], Loss: 0.1012
Epoch [450/1000], Loss: 0.0808
Epoch [451/1000], Loss: 0.0969
Epoch [452/1000], Loss: 0.0879
Epoch [453/1000], Loss: 0.0901
Epoch [454/1000], Loss: 0.0860
Epoch [455/1000], Loss: 0.0803
Epoch [456/1000], Loss: 0.0871
Epoch [457/1000], Loss: 0.0774
Epoch [458/1000], Loss: 0.0880
Epoch [459/1000], Loss: 0.0737
Epoch [460/1000], Loss: 0.0823
Epoch [461/1000], Loss: 0.0739
Epoch [462/1000], Loss: 0.0774
Epoch [463/1000], Loss: 0.0767
Epoch [464/1000], Loss: 0.0732
Epoch [465/1000], Loss: 0.0775
Epoch [466/1000], Loss: 0.0700
Epoch [467/1000], Loss: 0.0741
Epoch [468/1000], Loss: 0.0704
Epoch [469/1000], Loss: 0.0697
Epoch [470/1000], Loss: 0.0714
Epoch [471/1000], Loss: 0.0671
Epoch [472/1000], Loss: 0.0700
Epoch [473/1000], Loss: 0.0685
Epoch [474/1000], Loss: 0.0658
Epoch [475/1000], Loss: 0.0687
Epoch [476/1000], Loss: 0.0660
Epoch [477/1000], Loss: 0.0644
Epoch [478/1000], Loss: 0.0666
Epoch [479/1000], Loss: 0.0641
Epoch [480/1000], Loss: 0.0627
Epoch [481/1000], Loss: 0.0645
Epoch [482/1000], Loss: 0.0626
Epoch [483/1000], Loss: 0.0607
Epoch [484/1000], Loss: 0.0624
Epoch [485/1000], Loss: 0.0619
Epoch [486/1000], Loss: 0.0590
Epoch [487/1000], Loss: 0.0595
Epoch [488/1000], Loss: 0.0608
Epoch [489/1000], Loss: 0.0585
Epoch [490/1000], Loss: 0.0567
Epoch [491/1000], Loss: 0.0572
Epoch [492/1000], Loss: 0.0575
Epoch [493/1000], Loss: 0.0565
Epoch [494/1000], Loss: 0.0548
Epoch [495/1000], Loss: 0.0542
Epoch [496/1000], Loss: 0.0545
Epoch [497/1000], Loss: 0.0545
Epoch [498/1000], Loss: 0.0541
Epoch [499/1000], Loss: 0.0530
Epoch [500/1000], Loss: 0.0519
Epoch [501/1000], Loss: 0.0509
Epoch [502/1000], Loss: 0.0502
Epoch [503/1000], Loss: 0.0498
Epoch [504/1000], Loss: 0.0495
Epoch [505/1000], Loss: 0.0497
Epoch [506/1000], Loss: 0.0509
Epoch [507/1000], Loss: 0.0559
Epoch [508/1000], Loss: 0.0666
Epoch [509/1000], Loss: 0.1100
Epoch [510/1000], Loss: 0.1377
Epoch [511/1000], Loss: 0.2631
Epoch [512/1000], Loss: 0.0663
Epoch [513/1000], Loss: 0.2813
Epoch [514/1000], Loss: 0.3675
Epoch [515/1000], Loss: 0.4237
Epoch [516/1000], Loss: 0.2610
Epoch [517/1000], Loss: 0.2316
Epoch [518/1000], Loss: 0.1910
Epoch [519/1000], Loss: 0.1403
Epoch [520/1000], Loss: 0.2159
Epoch [521/1000], Loss: 0.1936
Epoch [522/1000], Loss: 0.1194
Epoch [523/1000], Loss: 0.0956
Epoch [524/1000], Loss: 0.1121
Epoch [525/1000], Loss: 0.1185
Epoch [526/1000], Loss: 0.1206
Epoch [527/1000], Loss: 0.1203
Epoch [528/1000], Loss: 0.1145
Epoch [529/1000], Loss: 0.1049
Epoch [530/1000], Loss: 0.0914
Epoch [531/1000], Loss: 0.0837
Epoch [532/1000], Loss: 0.0847
Epoch [533/1000], Loss: 0.0880
Epoch [534/1000], Loss: 0.0913
Epoch [535/1000], Loss: 0.0931
Epoch [536/1000], Loss: 0.0915
Epoch [537/1000], Loss: 0.0842
Epoch [538/1000], Loss: 0.0792
Epoch [539/1000], Loss: 0.0783
Epoch [540/1000], Loss: 0.0793
Epoch [541/1000], Loss: 0.0813
Epoch [542/1000], Loss: 0.0822
Epoch [543/1000], Loss: 0.0815
Epoch [544/1000], Loss: 0.0789
Epoch [545/1000], Loss: 0.0765
Epoch [546/1000], Loss: 0.0739
Epoch [547/1000], Loss: 0.0726
Epoch [548/1000], Loss: 0.0722
Epoch [549/1000], Loss: 0.0725
Epoch [550/1000], Loss: 0.0722
Epoch [551/1000], Loss: 0.0708
Epoch [552/1000], Loss: 0.0685
Epoch [553/1000], Loss: 0.0667
Epoch [554/1000], Loss: 0.0660
Epoch [555/1000], Loss: 0.0660
Epoch [556/1000], Loss: 0.0657
Epoch [557/1000], Loss: 0.0653
Epoch [558/1000], Loss: 0.0647
Epoch [559/1000], Loss: 0.0638
Epoch [560/1000], Loss: 0.0625
Epoch [561/1000], Loss: 0.0617
Epoch [562/1000], Loss: 0.0616
Epoch [563/1000], Loss: 0.0615
Epoch [564/1000], Loss: 0.0610
Epoch [565/1000], Loss: 0.0602
Epoch [566/1000], Loss: 0.0596
Epoch [567/1000], Loss: 0.0589
Epoch [568/1000], Loss: 0.0583
Epoch [569/1000], Loss: 0.0578
Epoch [570/1000], Loss: 0.0576
Epoch [571/1000], Loss: 0.0571
Epoch [572/1000], Loss: 0.0565
Epoch [573/1000], Loss: 0.0559
Epoch [574/1000], Loss: 0.0556
Epoch [575/1000], Loss: 0.0552
Epoch [576/1000], Loss: 0.0547
Epoch [577/1000], Loss: 0.0543
Epoch [578/1000], Loss: 0.0539
Epoch [579/1000], Loss: 0.0535
Epoch [580/1000], Loss: 0.0530
Epoch [581/1000], Loss: 0.0527
Epoch [582/1000], Loss: 0.0523
Epoch [583/1000], Loss: 0.0520
Epoch [584/1000], Loss: 0.0516
Epoch [585/1000], Loss: 0.0512
Epoch [586/1000], Loss: 0.0508
Epoch [587/1000], Loss: 0.0504
Epoch [588/1000], Loss: 0.0501
Epoch [589/1000], Loss: 0.0497
Epoch [590/1000], Loss: 0.0494
Epoch [591/1000], Loss: 0.0490
Epoch [592/1000], Loss: 0.0486
Epoch [593/1000], Loss: 0.0482
Epoch [594/1000], Loss: 0.0478
Epoch [595/1000], Loss: 0.0475
Epoch [596/1000], Loss: 0.0471
Epoch [597/1000], Loss: 0.0467
Epoch [598/1000], Loss: 0.0464
Epoch [599/1000], Loss: 0.0460
Epoch [600/1000], Loss: 0.0456
Epoch [601/1000], Loss: 0.0453
Epoch [602/1000], Loss: 0.0449
Epoch [603/1000], Loss: 0.0445
Epoch [604/1000], Loss: 0.0442
Epoch [605/1000], Loss: 0.0439
Epoch [606/1000], Loss: 0.0435
Epoch [607/1000], Loss: 0.0432
Epoch [608/1000], Loss: 0.0429
Epoch [609/1000], Loss: 0.0426
Epoch [610/1000], Loss: 0.0422
Epoch [611/1000], Loss: 0.0419
Epoch [612/1000], Loss: 0.0416
Epoch [613/1000], Loss: 0.0413
Epoch [614/1000], Loss: 0.0410
Epoch [615/1000], Loss: 0.0407
Epoch [616/1000], Loss: 0.0404
Epoch [617/1000], Loss: 0.0401
Epoch [618/1000], Loss: 0.0398
Epoch [619/1000], Loss: 0.0395
Epoch [620/1000], Loss: 0.0392
Epoch [621/1000], Loss: 0.0389
Epoch [622/1000], Loss: 0.0386
Epoch [623/1000], Loss: 0.0383
Epoch [624/1000], Loss: 0.0380
Epoch [625/1000], Loss: 0.0377
Epoch [626/1000], Loss: 0.0374
Epoch [627/1000], Loss: 0.0371
Epoch [628/1000], Loss: 0.0368
Epoch [629/1000], Loss: 0.0365
Epoch [630/1000], Loss: 0.0363
Epoch [631/1000], Loss: 0.0360
Epoch [632/1000], Loss: 0.0357
Epoch [633/1000], Loss: 0.0354
Epoch [634/1000], Loss: 0.0351
Epoch [635/1000], Loss: 0.0349
Epoch [636/1000], Loss: 0.0346
Epoch [637/1000], Loss: 0.0344
Epoch [638/1000], Loss: 0.0342
Epoch [639/1000], Loss: 0.0343
Epoch [640/1000], Loss: 0.0353
Epoch [641/1000], Loss: 0.0389
Epoch [642/1000], Loss: 0.0535
Epoch [643/1000], Loss: 0.0955
Epoch [644/1000], Loss: 0.3022
Epoch [645/1000], Loss: 0.0820
Epoch [646/1000], Loss: 0.0571
Epoch [647/1000], Loss: 0.1207
Epoch [648/1000], Loss: 0.0551
Epoch [649/1000], Loss: 0.0481
Epoch [650/1000], Loss: 0.0884
Epoch [651/1000], Loss: 0.0704
Epoch [652/1000], Loss: 0.0634
Epoch [653/1000], Loss: 0.0411
Epoch [654/1000], Loss: 0.0516
Epoch [655/1000], Loss: 0.0673
Epoch [656/1000], Loss: 0.0406
Epoch [657/1000], Loss: 0.0411
Epoch [658/1000], Loss: 0.0531
Epoch [659/1000], Loss: 0.0370
Epoch [660/1000], Loss: 0.0480
Epoch [661/1000], Loss: 0.0599
Epoch [662/1000], Loss: 0.0371
Epoch [663/1000], Loss: 0.0425
Epoch [664/1000], Loss: 0.0562
Epoch [665/1000], Loss: 0.0350
Epoch [666/1000], Loss: 0.0486
Epoch [667/1000], Loss: 0.0650
Epoch [668/1000], Loss: 0.0328
Epoch [669/1000], Loss: 0.0579
Epoch [670/1000], Loss: 0.0816
Epoch [671/1000], Loss: 0.0339
Epoch [672/1000], Loss: 0.0723
Epoch [673/1000], Loss: 0.1223
Epoch [674/1000], Loss: 0.0367
Epoch [675/1000], Loss: 0.1637
Epoch [676/1000], Loss: 0.2910
Epoch [677/1000], Loss: 0.1612
Epoch [678/1000], Loss: 0.2588
Epoch [679/1000], Loss: 0.0936
Epoch [680/1000], Loss: 0.1981
